stop,Rondo Hipokratesa,"50.090486554135296, 20.02140283584595","9,14,16,21,52",,,
stop,Dunikowskiego,"50.092327821438246, 20.015807747840885","9,14,16,21,52",,,
stop,Rondo Piastowskie,"50.094640490595616, 20.01244425773621","9,14,16,21,52",,,
stop,Kleeberga,"50.095769252863285, 20.0126588344574","21,52",,,
stop,Piasta Kolodzieja,"50.09817466666288, 20.013045072555542","21,52",,,
stop,Os Zlotego Wieku ,"50.093742279670906, 20.004376173019413","9,14,16",,,
stop,Misnienska,"50.09449939344247, 19.99992370605469","9,14,16",,,
stop,Stradom,"50.05180704144455, 19.941666126251224","6,8,10,13,17,18,22,52",,,
path,Walcownia,Agencja Krakow Wschod,66,22,"50.08981197868749, 20.083748102188114; 50.08963989159396, 20.083512067794803; 50.08776754408084, 20.07957458496094",3
path,Agencja Krakow Wschod,Blokowa,66,22,"50.08777442784538, 20.07956385612488; 50.08670743254266, 20.07725715637207; 50.085344397538876, 20.07438182830811",3
path,Blokowa,Mrozowa,66,22,"50.085344397538876, 20.074403285980228; 50.084711054953665, 20.073051452636722; 50.084098356880354, 20.071726441383365",3
path,Mrozowa,J Kombinat,66,22,"50.084098356880354, 20.071742534637455; 50.08234283027086, 20.067976713180546; 50.08162683233315, 20.066421031951908; 50.08148225452877, 20.0661313533783; 50.08135144566338, 20.06590604782105; 50.08113113518852, 20.065755844116214",3
path,Stradom,Orzeszkowej,66,"12,18,22,52","50.05177604125571, 19.941644668579105; 50.05127659100825, 19.9409955739975; 50.05106992041985, 19.940711259841922; 50.05095625121685, 19.94052350521088; 50.050856359876825, 19.9402391910553; 50.050821914538936, 19.940110445022583; 50.05058424103372, 19.93844747543335",3
path,Orzeszkowej,Centrum Kongresowe ICE,66,"12,18,22,52","50.05059457468885, 19.938458204269413; 50.05043612506558, 19.937412142753605; 50.05033623264289, 19.93676841259003; 50.050232895435116, 19.9363124370575; 50.05003655412729, 19.935598969459537; 50.0492167343734, 19.93295431137085; 50.04892738288135, 19.93205845355988",3
path,Centrum Kongresowe ICE,Szwedzka,66,"12,18,22,52","50.04893082755222, 19.932101368904117; 50.04808687579673, 19.92952644824982; 50.04712923093337, 19.926592111587524; 50.04675030143075, 19.92545485496521",3
path,Szwedzka,Kapelanka,66,"12,18,22,52","50.046757191084794, 19.92545485496521; 50.04631969609194, 19.924113750457767; 50.04590975621993, 19.922885298728946; 50.04574095643146, 19.922381043434147; 50.045672058388014, 19.922187924385074; 50.04561693988206, 19.922091364860538; 50.04555493148721, 19.92202162742615; 50.045496367929616, 19.92196798324585; 50.04542057969019, 19.921935796737674; 50.04534823625912, 19.921898245811466; 50.04527589271901, 19.921898245811466; 50.045217328820996, 19.921908974647526; 50.04515531990988, 19.921941161155704; 50.045107090701435, 19.921978712081913; 50.045045081647906, 19.92201089859009",3
path,Kapelanka,Slomiana,66,"12,18,22,52","50.04502785689659, 19.92201089859009; 50.044821159398865, 19.922139644622803; 50.04463513088985, 19.922246932983402; 50.044469771609926, 19.9223005771637; 50.04432508177272, 19.922354221343998; 50.04402192069958, 19.92251515388489; 50.04227181707558, 19.92357730865479; 50.04115557592757, 19.92429614067078",3
path,Slomiana,Kobierzynska,66,"12,18,22,52","50.04115557592757, 19.92430686950684; 50.04067324147497, 19.924612641334537; 50.04046997050416, 19.924741387367252; 50.04021157395988, 19.924848675727848; 50.03963965132947, 19.92518663406372; 50.03910217565962, 19.92550849914551; 50.03910217565962, 19.92550849914551; 50.038581921043146, 19.925739169120792; 50.038406204634164, 19.92576599121094; 50.038034097174624, 19.925798177719116; 50.03754484038537, 19.92580890655518; 50.03553263328674, 19.925894737243656; 50.034533389522814, 19.925948381423954",3
path,Kobierzynska,j Lipinskiego,66,"12,18,22,52","50.034471366810685, 19.925937652587894; 50.03321711255277, 19.92600202560425; 50.031783638999585, 19.926109313964847; 50.030763641377355, 19.92623805999756",3
path,j Lipinskiego,Borsucza,66,"11,12,22,23","50.030756749427844, 19.926227331161503; 50.030570666417205, 19.92706418037415; 50.03054999048264, 19.92776155471802; 50.030536206521276, 19.92831945419312; 50.030529314539145, 19.92881298065186",3
path,Borsucza,Brozka,66,"11,12,22,23","50.030536206521276, 19.928770065307617; 50.03054999048264, 19.92878079414368; 50.03053276053035, 19.929628372192386; 50.030508638586745, 19.929960966110233; 50.030505192593836, 19.930234551429752; 50.030522422556, 19.9307656288147; 50.03051208457943, 19.93179023265839",3
path,Brozka,Lagiewniki,66,"11,12,22,23","50.03051553057188, 19.93180096149445; 50.03051897656408, 19.932133555412296; 50.030508638586745, 19.932364225387577; 50.030484516631056, 19.932600259780887; 50.03046039466325, 19.932841658592228; 50.03042938068683, 19.93305623531342; 50.030377690681625, 19.93324935436249; 50.03033978464244, 19.933469295501713; 50.03024329640771, 19.933732151985172; 50.03017437612137, 19.933941364288334; 50.03010200971424, 19.934161305427555; 50.02983321924741, 19.934923052787784; 50.02974362209082, 19.93576526641846; 50.029750514185714, 19.936194419860843",3
path,Lagiewniki,Lagiewniki ZUS,66,"8,12,19,22","50.029747068138384, 19.936205148696903; 50.02921637389883, 19.93632316589356; 50.02854438251924, 19.935979843139652; 50.02832727560246, 19.935872554779056; 50.02806536753963, 19.93576526641846; 50.027613917394554, 19.93552386760712; 50.02723483384248, 19.935336112976078; 50.026814392221745, 19.935110807418827; 50.026149259846285, 19.93476212024689; 50.02591146417128, 19.934644103050235; 50.025635757567095, 19.9344938993454; 50.02527044387894, 19.93430614471436; 50.02494303774097, 19.934134483337406; 50.024750039393126, 19.93403792381287; 50.02458116520263, 19.933941364288334",3
path,Lagiewniki ZUS,Sanktuarium Bozego Milosierdzia,66,"8,12,19,22","50.02457771878439, 19.933946728706363; 50.02315432691466, 19.933190345764164; 50.02230302881289, 19.932707548141483",3
path,Sanktuarium Bozego Milosierdzia,Solvay,66,"8,12,19,22","50.02230302881289, 19.932712912559513; 50.02180327188748, 19.932460784912113; 50.02165851373804, 19.932417869567875; 50.02130695641622, 19.932214021682743; 50.0188666641008, 19.930990934371952; 50.01728109701402, 19.93016481399536; 50.01613669869253, 19.929558634757996",3
path,Solvay,Borek Falecki I,66,"8,12,19,22","50.016350413701886, 19.929671287536625; 50.01557827756847, 19.92924749851227; 50.01468892682466, 19.92880761623383; 50.014509675844394, 19.92852866649628; 50.01448899299594, 19.928340911865238; 50.01450622870358, 19.928131699562076; 50.01454414723869, 19.927970767021183; 50.01458551287918, 19.927804470062256",3
path,Borek Falecki I,Borek Falecki ,66,"8,12,19,22","50.01458551287918, 19.927804470062256; 50.01463377274809, 19.927600622177128; 50.01465790266438, 19.927445054054264; 50.01468547969672, 19.927241206169132; 50.0146613497943, 19.926972985267643; 50.01459585428375, 19.92680668830872; 50.014520017265276, 19.926683306694034; 50.01440970866111, 19.92656528949738; 50.01426148107551, 19.926479458808902; 50.0141718548717, 19.92640972137451; 50.01397881324956, 19.926345348358158; 50.0137926652366, 19.926345348358158; 50.01353757234398, 19.926463365554813; 50.01333763372479, 19.926581382751465; 50.01315837770375, 19.9267852306366",3
path,Czerwone Maki,Chmieleniec,66,"11,18,23,52","50.01810490905278, 19.889169931411747; 50.0180049493492, 19.890897274017338; 50.01817384665826, 19.892393946647648; 50.0184461492328, 19.894641637802128; 50.018518533201814, 19.89507615566254; 50.01875291863897, 19.89558577537537; 50.018963175190564, 19.89583253860474; 50.01990070140193, 19.896937608718876; 50.02059004723863, 19.89778518676758",3
path,Chmieleniec,Kampus UJ,66,"11,18,23,52","50.02057970712414, 19.89779055118561; 50.02157579459964, 19.898992180824283; 50.02286481832191, 19.900510311126713; 50.02311296865109, 19.900773167610172; 50.02334388516707, 19.900977015495304; 50.02437093323794, 19.901738762855533",3
path,Kampus UJ,Ruczaj,66,"11,18,23,52","50.02436748680464, 19.901744127273563; 50.02508433961108, 19.902237653732303; 50.025322139380904, 19.902420043945312; 50.02547377919913, 19.90257561206818; 50.025611633163926, 19.902709722518924; 50.02576671840139, 19.902892112731937; 50.02591491049382, 19.90309596061707; 50.0260596558171, 19.90330517292023; 50.026187169192916, 19.90354120731354; 50.026321574817196, 19.903804063797; 50.026504228011405, 19.904206395149235; 50.026704111843095, 19.904683828353882; 50.027131446899915, 19.905660152435306",3
path,Ruczaj,Norymberska,66,"11,18,23,52","50.027131446899915, 19.905676245689396; 50.02806192137141, 19.907913208007812; 50.02885108744348, 19.909881949424747; 50.03000207497277, 19.912741184234623",3
path,Norymberska,Grota-Roweckiego ,66,"11,18,23,52","50.03000207497277, 19.912746548652652; 50.030505192593836, 19.91401255130768; 50.03113925112987, 19.91554141044617; 50.031349453470746, 19.916110038757328; 50.03185600287276, 19.91754233837128; 50.031983500860136, 19.917885661125187; 50.032038635020115, 19.918137788772587; 50.0320937691168, 19.918406009674076; 50.03209721499574, 19.91876006126404; 50.03202485148607, 19.919473528862003; 50.03192836663687, 19.919870495796204; 50.03174228816597, 19.920664429664615",3
path,Grota-Roweckiego ,Lipinskiego,66,"11,18,23,52","50.031735396356915, 19.920659065246582; 50.03145627725862, 19.921785593032837; 50.031270196958474, 19.922493696212772; 50.03112546733767, 19.92301940917969; 50.03104965640984, 19.923346638679508; 50.03096350748293, 19.923738241195682; 50.03078776319285, 19.924757480621338; 50.03075330345275, 19.924982786178592",3
path,Lipinskiego,j Lipinskiego,66,"11,18,23,52","50.03074985747734, 19.924977421760563; 50.03064647810118, 19.92582499980927; 50.03074641150173, 19.92629706859589",3
path,Lagiewniki,Rzemieslnicza,66,"8,10,11,19,23","50.02976429837254, 19.93625342845917; 50.030377690681625, 19.936940073966984; 50.03079120916551, 19.937149286270145; 50.031008304944216, 19.93728339672089; 50.03130810226328, 19.937476515769962; 50.031545871220054, 19.937615990638736; 50.03191458307117, 19.93779838085175; 50.03227295449384, 19.93799149990082; 50.032648552441515, 19.93818998336792; 50.033261907911836, 19.93851721286774",3
path,Rzemieslnicza,Rondo Matecznego,66,"8,10,11,19,23","50.033265353706945, 19.93853330612183; 50.03411990326208, 19.938962459564213; 50.034802153682975, 19.939327239990234; 50.03520874275824, 19.93954181671143; 50.03540859036375, 19.939702749252323; 50.03563600214444, 19.939949512481693; 50.035828956750116, 19.940217733383182; 50.03629066640893, 19.940657615661625",3
path,Rondo Matecznego,Smolki,66,"8,10,11,19,23","50.036338904475365, 19.940657615661625; 50.037503494512734, 19.940915107727054; 50.03855780314274, 19.94149446487427; 50.04030804216577, 19.942470788955692; 50.04130027531837, 19.94299650192261; 50.04154833040216, 19.943146705627445",3
path,Smolki,Korona,66,"8,10,11,19,23","50.04154488520143, 19.9431574344635; 50.04176193236394, 19.94328081607819; 50.04185150709729, 19.943339824676514; 50.04199275922187, 19.943565130233768; 50.042550873307135, 19.944632649421695; 50.04337769706183, 19.946204423904422; 50.04384622420125, 19.94701445102692",3
path,Korona,Limanowskiego,66,"6,11,13,19,23","50.04384277916546, 19.94700908660889; 50.04439398174961, 19.948178529739383; 50.0448624989696, 19.949353337287903; 50.04491072842383, 19.9495142698288; 50.044934843132765, 19.949659109115604; 50.04495206791744, 19.949862957000736; 50.04495551287364, 19.950098991394047; 50.04500029728168, 19.95172441005707; 50.04500029728168, 19.95172441005707; 50.04507608618467, 19.95389699935913; 50.04512087048022, 19.954320788383487; 50.04515187496803, 19.954690933227543; 50.045203549069875, 19.955468773841858",3
path,Limanowskiego,Podgorze SKA,66,"3,6,11,13,23,24","50.045203549069875, 19.955463409423828; 50.044852164080254, 19.95622515678406; 50.043446598398546, 19.959588646888736; 50.04335702664153, 19.95976567268372; 50.0432467842496, 19.959905147552494; 50.04310209072595, 19.960060715675358; 50.042103004493725, 19.961096048355106",3
path,Podgorze SKA,Cmentarz Podgorski,66,"3,6,11,13,23,24","50.042103004493725, 19.961096048355106; 50.04139329612499, 19.961873888969425; 50.03992561349635, 19.963359832763675; 50.03950528297611, 19.964051842689518; 50.03890578881778, 19.964641928672794",3
path,Cmentarz Podgorski,Dworcowa,66,"3,6,11,13,23,24","50.03890234342742, 19.964641928672794; 50.03393727903003, 19.96972739696503; 50.03367195579498, 19.970054626464847; 50.033113738487785, 19.97077345848084",3
path,Dworcowa,j Dworcowa,66,"3,6,11,13,23,24","50.03310684687554, 19.97077345848084; 50.032445247495104, 19.971256256103516; 50.03191458307117, 19.971803426742557; 50.03128742664619, 19.9727475643158",3
path,j Dworcowa,Dworzec Plaszczow Estekada,66,"9,11,50","50.03127364289652, 19.9727475643158; 50.03213511964777, 19.974603652954105; 50.03254173130579, 19.97545123100281; 50.03285874817607, 19.97599840164185; 50.03346520940078, 19.977071285247806",3
path,Dworzec Plaszczow Estekada,Lipska,66,"9,11,50","50.03347899252143, 19.977060556411747; 50.03502267699852, 19.97948527336121; 50.036580094080456, 19.98221039772034; 50.0368006092306, 19.982521533966068; 50.03704868756394, 19.98275756835938; 50.03771022351981, 19.982950687408447; 50.03973612068459, 19.98297214508057; 50.04059744562038, 19.98299360275269",3
path,Lipska,Rzebika,66,"11,12,20","50.040666350947674, 19.98300969600678; 50.04067324147497, 19.984597563743595; 50.04063878882862, 19.985885024070743; 50.04053198546785, 19.99167859554291",3
path,Rzebika,Maly Plaszow,66,"11,12,20","50.04052854019418, 19.991662502288822; 50.04045274411117, 19.99266564846039; 50.040370057338635, 19.99344885349274; 50.040301151586085, 19.994312524795536; 50.04019090217625, 19.995374679565433; 50.03979469126989, 19.99960720539093; 50.039784355289434, 19.999827146530155; 50.03982914452199, 19.999998807907108; 50.03992216817917, 20.000808835029606",3
path,Nowy Biezanow,Cwiklinskiej,66,"3,9,13,23","50.01555414811438, 20.02295851707459; 50.015550701048504, 20.022110939025882; 50.01585404189763, 20.02040505409241; 50.01600226457061, 20.019611120224003",3
path,Cwiklinskiej,Nowy Prokocim,66,"3,9,13,23","50.0159988175369, 20.019616484642032; 50.016295261532406, 20.018114447593693; 50.016488293848596, 20.017229318618774; 50.01652276382347, 20.016971826553345; 50.01656757475379, 20.016751885414127; 50.01659170369899, 20.016601681709293; 50.01663996155301, 20.016333460807804; 50.01666753744784, 20.01591503620148; 50.01666409046183, 20.015657544136047; 50.01663996155301, 20.015351772308353; 50.01660549166223, 20.015083551406864; 50.01622632123155, 20.012739300727848",3
path,Nowy Prokocim,Teligi,66,"3,9,13,23","50.016240109299616, 20.012755393981937; 50.01611946356973, 20.011875629425052; 50.01609878141418, 20.01140356063843; 50.01612635761958, 20.01034140586853; 50.01656412776064, 20.0074177980423",3
path,Teligi,Prokocim Szpital,66,"3,9,13,23","50.01658480971589, 20.00742316246033; 50.01673992409642, 20.00643074512482; 50.01682954551029, 20.005717277526855; 50.0168398864319, 20.005148649215702; 50.016815757611354, 20.004880428314213; 50.01675715899671, 20.004510283470157; 50.01666409046183, 20.004107952117923; 50.01653310481108, 20.003764629364017; 50.01643658883995, 20.003571510314945; 50.01471650383922, 20.00045478343964; 50.01434421280757, 19.99961256980896",3
path,Prokocim Szpital,Prokocim,66,"3,9,13,23","50.01435110711215, 19.999585747718815; 50.01463377274809, 19.998003244400028; 50.015019849954555, 19.996865987777714; 50.016195298063884, 19.99347567558289; 50.01645382384902, 19.992976784706116; 50.01655378677969, 19.992772936820987; 50.017046704396726, 19.991914629936222; 50.0176085553736, 19.991013407707218",3
path,Prokocim,Wlotowa,66,"3,9,13,23","50.01760510845509, 19.991029500961307; 50.01812903722595, 19.990122914314274; 50.018628832373516, 19.989275336265568; 50.01946296166096, 19.98793423175812",3
path,Wlotowa,Bielanowska,66,"3,9,13,23","50.01946640844616, 19.98793423175812; 50.020500432839206, 19.986126422882084; 50.02141035589557, 19.984543919563297; 50.02141035589557, 19.984543919563297; 50.0241641468013, 19.979919791221622",3
path,Bielanowska,Kabel,66,"3,6,9,13,23,24,50","50.02415380745612, 19.97993052005768; 50.02414691455807, 19.97993588447571; 50.02445364756334, 19.979458451271057; 50.02455704026981, 19.979345798492435; 50.02464320068853, 19.9792492389679; 50.02555304527722, 19.978299736976627; 50.02687642482346, 19.97695326805115",3
path,Kabel,j Dworcowa,66,"3,6,9,13,23,24,50","50.02687987107677, 19.97694253921509; 50.029305972039026, 19.9744588136673; 50.030536206521276, 19.97320890426636; 50.03121161597403, 19.972806572914127",3
path,Korona,Plac Wolnica,66,"6,8,10,13","50.04384966923681, 19.94701445102692; 50.04404603585504, 19.94678914546967; 50.044490441551076, 19.946086406707767; 50.04463513088985, 19.945845007896427; 50.04474192512205, 19.945710897445682; 50.04607511053918, 19.944407343864444; 50.04630247179801, 19.944203495979313; 50.046491938691034, 19.944037199020386; 50.046674515171254, 19.943935275077823; 50.04788019147194, 19.943511486053467; 50.048048983737125, 19.943457841873172",3
path,Plac Wolnica,Stradom,66,"6,8,10,13","50.048048983737125, 19.943452477455143; 50.04875514902212, 19.943152070045475; 50.04897560825117, 19.943178892135624; 50.049054835539266, 19.943184256553653; 50.049161619937976, 19.943130612373356; 50.05033967721264, 19.942572712898258; 50.050849470811215, 19.942368865013126; 50.05135237000099, 19.942132830619816; 50.051565928336736, 19.941934347152714; 50.05176915232212, 19.941655397415165",3
path,Stradom,Wawel,66,"6,8,10,13,18","50.05177259678903, 19.941644668579105; 50.05215493107943, 19.941113591194156; 50.052292708455475, 19.940936565399173; 50.05309525380775, 19.940169453620914; 50.05412510994001, 19.939225316047672; 50.05425943737124, 19.939321875572205; 50.05438687586866, 19.939493536949158",3
path,Wawel,J Poczta Glowna,66,"6,8,10,13,18","50.05438687586866, 19.939498901367188; 50.05456942231585, 19.939718842506412; 50.05464175184814, 19.939820766448978; 50.05819265338406, 19.94075953960419; 50.0587195834018, 19.94101166725159; 50.05893310895081, 19.941108226776127",3
path,Kurdwanow,Witosa,66,"6,24,50","50.0136547773547, 19.94872033596039; 50.013682354962725, 19.94999170303345; 50.01349620580138, 19.950871467590336; 50.0132549002597, 19.951901435852054; 50.01237240110261, 19.956251978874207",3
path,Witosa,Nowosadzecka,66,"6,24,50","50.01238619027657, 19.956251978874207; 50.0123275862599, 19.95694398880005; 50.012293113275504, 19.95777010917664; 50.01304461872818, 19.96273219585419; 50.01346518087105, 19.964690208435062",3
path,Nowosadzecka,Piaski Nowe,66,"6,24,50","50.01359962209116, 19.96522665023804; 50.0136789077626, 19.965376853942875; 50.01388918651852, 19.96573626995087; 50.01403741525253, 19.966117143630985; 50.01440970866111, 19.967324137687683; 50.01460964281969, 19.9680107831955; 50.01496124914971, 19.969335794448853; 50.015143945540736, 19.97019410133362; 50.01547141846545, 19.971583485603336",3
path,Piaski Nowe,Duna,66,"6,24,50","50.01547141846545, 19.971588850021366; 50.01562998350072, 19.972286224365238; 50.01577131276505, 19.972929954528812; 50.017029469600324, 19.977017641067505; 50.01756374541408, 19.97743606567383; 50.01778779479369, 19.977532625198364; 50.0184151274984, 19.977548718452457",3
stop,Biezanowska,"50.02376091068945, 19.98044013977051","3,6,9,13,24,50",,,
path,Duna,Biezanowska,66,"6,24,50","50.0184151274984, 19.977543354034427; 50.01957325866447, 19.97751653194428; 50.0209760765867, 19.977419972419742; 50.02107947677823, 19.97748970985413; 50.021155303443905, 19.977602362632755; 50.02150686187553, 19.977639913558964; 50.02187565079864, 19.97761845588684; 50.022113466453206, 19.977677464485172; 50.02237885354732, 19.97776865959168; 50.022602880472625, 19.977892041206363; 50.022661471957655, 19.97795104980469; 50.02309918255532, 19.978492856025696; 50.02378158954676, 19.979651570320133; 50.024026288682315, 19.97996270656586; 50.024129682308654, 19.97996270656586",3
path,Lipska,Gromadzka,66,"9,12,20,50","50.040690467788856, 19.983031153678894; 50.04067324147497, 19.98118042945862; 50.040642234094356, 19.978111982345585",3
path,Gromadzka,Kuklinskiego,66,"9,12,20,50","50.04063878882862, 19.978111982345585; 50.04063878882862, 19.97723758220673; 50.04068013200125, 19.976851344108585; 50.040724920398105, 19.976545572280887; 50.041200363880826, 19.975365400314335; 50.041444974273006, 19.975086450576786; 50.04171369974597, 19.974882602691654; 50.044569676242986, 19.973568320274357",3
path,Kuklinskiego,Klimeckiego,66,"9,12,20,50","50.04458001119317, 19.973573684692386; 50.044817714433016, 19.973439574241638; 50.04500374223439, 19.973332285881046; 50.045410244921015, 19.972999691963196; 50.0463817034988, 19.97175514698029; 50.04681919792649, 19.971095323562626; 50.04766661673459, 19.96973276138306; 50.04864147433646, 19.96822535991669; 50.04880681924478, 19.96797859668732; 50.04898594225268, 19.967586994171143",3
path,Klimeckiego,Zablocie,66,"9,12,20,50","50.04899283158579, 19.967597723007206; 50.04917884320586, 19.967184662818912; 50.049271848745505, 19.96695399284363; 50.04982298898569, 19.964679479599003",3
path,Zablocie,Rondo Grzegorzeckie,66,"9,12,20,50","50.04981954437887, 19.96470093727112; 50.05016744842174, 19.9632740020752; 50.050997585503644, 19.96198654174805; 50.05152459453947, 19.961621761322025; 50.0545625337833, 19.959631562232975; 50.05599877143198, 19.959073662757877; 50.05685291636198, 19.95898246765137; 50.05761750094195, 19.95897710323334",3
path,Rondo Grzegorzeckie,Rondo Mogilskie,66,"7,9,14,20,50","50.05763472117507, 19.95898246765137; 50.06043464887547, 19.959813952445987; 50.06443622988255, 19.959572553634647; 50.06453264940267, 19.95952963829041; 50.064742705543324, 19.959406256675724; 50.06556570352693, 19.958923459053043",3
path,Limanowskiego,Plac Bohaterow Getta,66,"3,9,19,24","50.045203549069875, 19.955468773841858; 50.045434359378994, 19.95547413825989; 50.04645404537226, 19.955109357833866; 50.046695184163, 19.955023527145386",3
path,Plac Bohaterow Getta,Sw Wawrzynca,66,"3,9,19,24","50.04668484966822, 19.955023527145386; 50.047962865308655, 19.954583644866947; 50.04845890533843, 19.95426177978516; 50.048572580456515, 19.954149127006534; 50.04984021201623, 19.952496886253357; 50.05054635094585, 19.95170831680298; 50.05113536620247, 19.951102137565613",3
path,Sw Wawrzynca,Miodowa,66,"3,9,19,24","50.05217215327307, 19.94997560977936; 50.05347757756018, 19.948596954345707",3
path,Miodowa,Starowislna,66,"3,9,19,24","50.05416644149735, 19.947835206985477; 50.0558058978918, 19.94613468647003; 50.05650850491323, 19.945437312126163",3
path,Poczta Glowna,Dworzec Glowny,66,"3,10,24,52","50.05958745552122, 19.942127466201786; 50.06004204893724, 19.94276583194733; 50.06076525685784, 19.94374215602875; 50.06100287993787, 19.94399428367615; 50.06121983911343, 19.944128394126896; 50.06185349204017, 19.9445253610611; 50.062297732851135, 19.94478285312653; 50.06246991810569, 19.944868683815006; 50.06312766008826, 19.9450296163559; 50.0635753327193, 19.94504034519196; 50.06463595581629, 19.944938421249393",3
path,Pleszow,Koksochemia,66,"10,21","50.072841217860336, 20.11755466461182; 50.07244183349593, 20.11107444763184; 50.07235920183284, 20.106267929077152; 50.0722352540712, 20.10583877563477; 50.071808320440006, 20.104465484619144",3
path,Koksochemia,Meksyk,66,"10,21","50.069797549652115, 20.096204280853275; 50.069880185729254, 20.0951099395752",3
path,Meksyk,Brama nr 5,66,"10,21","50.06977000426141, 20.093994140625004; 50.06952209503323, 20.09234189987183",3
path,Brama nr 5,Jezynowa,66,"10,21","50.06892986224528, 20.091633796691898; 50.06811725186726, 20.090732574462894; 50.0674699083236, 20.09030342102051; 50.06470138309652, 20.085239410400394; 50.064632512272766, 20.08459568023682",3
path,Jezynowa,Brama nr 4,66,"10,21","50.064508544540814, 20.082428455352787; 50.06493554315766, 20.074939727783207",3
path,Brama nr 4,Fort Mogila,66,"10,21","50.06496309132499, 20.07498264312744; 50.065293668098896, 20.073437690734867; 50.065514051349126, 20.0725793838501; 50.06594104101495, 20.071549415588382; 50.06635425320142, 20.07114171981812",3
path,Fort Mogila,Kopiec Wandy,66,"10,21","50.06639557422427, 20.07109880447388; 50.06661595241162, 20.070691108703617; 50.06687765019396, 20.07039070129395; 50.0672633074811, 20.070304870605472; 50.06753877507334, 20.07034778594971; 50.06795197349523, 20.070304870605472; 50.06818611768749, 20.070047378540043; 50.068557991408085, 20.06931781768799",3
path,Kopiec Wandy,Bardosa,66,"10,16","50.068537331832566, 20.06932854652405; 50.06821366398788, 20.06907105445862; 50.06808970551147, 20.06813764572144; 50.06784867422348, 20.06565928459168",3
path,Bardosa,Suche Stawy,66,"10,16","50.06784867422348, 20.065670013427738; 50.0676076417242, 20.063277482986454; 50.06751122838532, 20.0606381893158; 50.06751122838532, 20.060251951217655; 50.06749745503539, 20.059039592742923",3
path,Suche Stawy,Klasztorna,66,"10,16","50.06748368168148, 20.059050321578983; 50.06750434171085, 20.05866408348084; 50.0675181150588, 20.058449506759647; 50.06758698173933, 20.058073997497562; 50.067972633322874, 20.05589604377747; 50.068254983408835, 20.054190158843998; 50.06853044530542, 20.05260229110718",3
path,Klasztorna,Os Na Skarpie,66,"10,16","50.06863374310877, 20.05261301994324; 50.06933616227112, 20.04812836647034; 50.06977689061057, 20.045800209045414",3
path,Os Na Skarpie,Plac Centralny im R Reagana,66,"10,16","50.069783776958744, 20.045778751373295; 50.070169410877966, 20.043600797653202; 50.07053438298101, 20.041519403457645; 50.07083737657909, 20.04039287567139; 50.071264318854425, 20.038579702377323; 50.07201490170393, 20.037292242050174",3
path,Kopiec Wandy,Kopiec Wandy NZ,66,21,"50.06857176445346, 20.069307088851932; 50.06897118104917, 20.06913542747498; 50.06915022878815, 20.06815910339356; 50.069225979553394, 20.067837238311768; 50.06926041167987, 20.067526102066044; 50.069494549484354, 20.067161321640018; 50.0696667089054, 20.067000389099125",3
path,Kopiec Wandy NZ,Kombinat,66,21,"50.06968048163241, 20.067021846771244; 50.071546649561526, 20.065262317657474; 50.07324059889842, 20.063674449920658; 50.07495514521702, 20.06314873695374; 50.07520302635925, 20.063245296478275; 50.075485333877126, 20.063470602035522; 50.077103405876876, 20.065444707870487; 50.07865257258002, 20.065938234329227; 50.07921026033939, 20.065830945968628",3
path,Plac Centralny im R Reagana,Os Zgody,66,"16,21","50.07310976754539, 20.036090612411503; 50.07487940350127, 20.03365516662598; 50.07674536911772, 20.031112432479862",3
path,Os Zgody,rondo kocmyrzowskie im ks gorzelanego,66,"16,21","50.076738483769205, 20.03113389015198; 50.07868011286856, 20.0286340713501; 50.079630243135085, 20.027368068695072",3
path,rondo kocmyrzowskie im ks gorzelanego,DH Wanda,66,"9,14,16,21,52","50.07963712806832, 20.02735733985901; 50.08117932819141, 20.025286674499515; 50.083692181930715, 20.022110939025882; 50.08446322296839, 20.02070546150208; 50.08502084313331, 20.019342899322513",3
path,DH Wanda,Rondo Hipokratesa,66,"9,14,16,21,52","50.085069032225746, 20.019364356994632; 50.08653533430149, 20.019857883453373; 50.08981886215838, 20.021231174468998; 50.09049343750927, 20.02141356468201",3
path,Rondo Hipokratesa,Dunikowskiego,66,"9,14,16,21,52","50.09067240488616, 20.020877122879032; 50.09077565499188, 20.020587444305423; 50.09089267150942, 20.019836425781254; 50.091092287262285, 20.01864552497864; 50.09116112008769, 20.018130540847782; 50.091250602612945, 20.017787218093876; 50.09153281563655, 20.016982555389408; 50.09200087259704, 20.016274452209473; 50.0923174967721, 20.015813112258915",3
path,Dunikowskiego,Rondo Piastowskie,66,"9,14,16,21,52","50.0923106136601, 20.015818476676944; 50.09288190859125, 20.015024542808536; 50.093583972551976, 20.014064311981205; 50.094134603755, 20.013281106948856; 50.09463704920657, 20.0124603509903",3
path,Rondo Piastowskie,Kleeberga,66,"21,52","50.0946439319844, 20.01247644424439; 50.095769252863285, 20.01266956329346",3
path,Kleeberga,Piasta Kolodzieja,66,"21,52","50.096966813026086, 20.012846589088443; 50.098181548932516, 20.013034343719486",3
